,text,class
8825,"Wikipedia: Sasha Cohen Offers a biography, career summary, trivia, and results. ",Skating
1653,"Indian Twenty 20 Cricket Federation (ITCF-INDIA) Governing body for Twenty 20 cricket in India. Includes mission, code of conduct, registration, affiliations, list of state units and an image gallery. ",Cricket
3475,"NYU Athletics - Men's Fencing Schedule, team roster, coach biographies and photographs. ",Fencing
7533,"Rare Breed PaintBall Team Scenario and speedball team based in Chicago. Includes news, photos, roster, history, and tournament schedule. Also features related links with large team directory. ",Paintball
1654,"Minnesota Cricket Association Official website of the Minnesota Cricket Association. Contains information about teams, statistics, contact information, links and sponsors. ",Cricket
5236,"U.S. Air Force Academy Men's Gymnastics NCAA Division I, West region. Falcons meet the team, news/statistics, schedules/results, archives. ",Gymnastics
9518,"Hannibal-LaGrange College Softball Official site of the Trojans with roster, schedule, statistics, and coach profile. ",Softball
5350,"Funtastics Gymnastics and Cheerleading, Inc. Program information for gymnastics, tumbling and cheerleading. Class schedule, meet results, staff biography. Located in Sarasota. ",Gymnastics
3738,"Purple Haze New York's open team. Pictures, related links, tournament schedule, practice details and contact information. ",Flying
9701,"European Softball Federation Official regional confederation provides news and information about competitions, a calendar, a directory, documents and history. ",Softball
12131,"UTS Rowing Club Operating a training program for both lightweight and heavyweight rowers. Sydney, Australia. ",Water
7543,Paint Online E-zine devoted to the sport of paintball around the world. ,Paintball
935,"JMU Men's Basketball The Duke's official site with pictures, statistics, roster, scores, schedule of games and recruiting details. ",Basketball
8703,"Kimmie Meissner Fan Site Offers profile, information, and pictures. ",Skating
46,"Sports Illustrated Features headlines, standings, statistics, a schedule, roster and box scores. ",Baseball
10723,"Costa del Sol Spain Tennis Tennis courses, training and clinics. ",Tennis
9151,"Football.co.uk: Tottenham Hotspur News, features, match reports, results, fixtures, statistics, and tables. ",Soccer
247,"Wooster Scots Official baseball site with news, schedule, roster and statistics. ",Baseball
11511,"Angus and Dundee District Volleyball Association Fixtures, results, youth volleyball and club contacts. ",Volleyball
12994,"Ski Roundtop Offers day and evening skiing, snowboarding, and snow tubing. Provides information on racing, ski instruction, lift ticket ski rental, and paintball rates. ",Winter
4688,"Country Meadows Golf Club An 18 hole course and driving range located in Peoria. Includes course information, rates and directions. ",Golf
5157,"Gold Medal Gymnastics Center Fully equipped gymnastics facility for girls and boys. Class descriptions, schedule, calendar, birthday parties, accelerated program, team pages, team schedule, summer camp, summer classes, family expo, extra. Located on Long Island. ",Gymnastics
4337,"Northern Arizona University Football Lumberjacks. A schedule of upcoming games, past results, roster, statistics and coach's biography. ",Football
9695,"Jackson State University Softball Contains schedule, roster, news, and statistics for the Lady Tigers. ",Softball
13461,Kurt Angle Tribute Includes photos and sound clips. ,Wrestling
11875,"Mars Hill College Contains news items, a roster, game schedule, results, statistics, and a seasonal outlook. ",Volleyball
1358,Tenpin Bowling Australia (SA Div) Inc Information on the sport in South Australia. Provides a calendar and offers information on coaching and junior and youth development. ,Bowling
2278,"HPV Drivetrain Analyzer Drivetrain evaluator for bicycles, tricycles and other HPV's that use chains, sprockets, geared cranks and hubs with 1:1 power transfer to environment, ie wheels rather than screws. ",Cycling
2045,"Bike Commuters A gathering place for bike commuters from all over the USA sharing experiences and encouraging people to ""bike their drive"". Weblog-style format with reviews, polls and a gallery. ",Cycling
2305,"Sidwell Cycles Bike shop in central Exeter which sells, repairs, and services bicycles and accessories. ",Cycling
5784,Bertagna Goaltending and Defense Camps Camps are directed by former Boston Bruins and Olympic goalie coach Joe Bertagna. ,Hockey
12078,UCLA Women's Water Polo Official UCLA Bruins athletic site. ,Water
172,"Lewis-Clark State College Baseball Warriors. Voting poll, statistics, season preview, coaching staff, roster and a game schedule. ",Baseball
2753,"Estancia el Venado Polo School Argentinian school with instruction in English by the owner Federico Cendoya. Program activities, testimonials and articles are listed. ",Equestrian
3774,Disc Cats Disc Golf Club Disc Golf at the University of Arizona ,Flying
3148,"Sheffield Sword Club Beginners course and coaching details, with results and contacts. ",Fencing
286,Baseball Reference Comprehensive historical statistics for each player. Also offers career registers and leader boards. ,Baseball
242,"Vancouver Canadians Official website for the Vancouver, British Columbia, Canadians minor league baseball team. ",Baseball
11847,"Alcorn State University Braves. Includes a roster, team photograph, news items, statistics, records, and history. ",Volleyball
10200,"Steroids.ro Profiles, articles, side effects and other information on anabolic steroids. ",Strength
7296,"Team Gennari Racing Includes team profile, links and photos. ",Motorsports
4133,"Kent State University Football Official site of the Flashes with news, schedule, roster and statistics. ",Football
7552,The Scenario Paintball Team Webring Webring exclusively for Scenario and Big Game paintball teams. ,Paintball
5934,"St. John's Maple Leafs Fan site dedicated to the Baby Blue and White includes news, player statistics, biographies, and pictures. ",Hockey
4797,BMW Charity Pro-Am Golf Tournament Raises money and awareness for local charities in Upstate South Carolina and Western North Carolina. ,Golf
5953,"Cornell University Women's Ice Hockey Official site of the Big Red with statistics, schedule and outlook, feature stories and news, and an online recruiting form. ",Hockey
5559,"Lone Tree Hockey Information about the Twin Cities' men's league team with game day, coaching staff, roster, photos, schedule, standings, and history. ",Hockey
838,"ESPN: Washington State Cougars Schedules, statistics, standings, injuries, rankings, and team reports. ",Basketball
10179,"New Zealand Bodybuilding An online bodybuilding and fitness community. Diets, nutrition and supplements, training, workouts and exercises. ",Strength
9607,"Ottawa University Softball The official site of the Braves with team photo, season preview, schedule, roster and statistics. ",Softball
9083,"Dugdale.se News and opinion on the club with match reports, analysis and the regular 'A Week at Villa Park' article. ",Soccer
490,Topix News headline feeds from worldwide media sources. ,Baseball
6260,"Oberlin College Women's Lacrosse Yeowomen. Recruiting information, player roster, coaching staff, current standings, game schedule and results. ",Lacrosse
108,"RobNeyer.com The official site of ESPN baseball journalist Rob Neyer. Features regular columns from Rob and others. Heavy focus is on the Kansas City Royals, of which Neyer is a die-hard fan. He's also written a book called ""Baseball Dynasties"" and does radio appearances on ESPN Radio. ",Baseball
5330,"Cobb Challengers Gymnastics Club Boys and girls competitive gymnastics club. Pictures, schedule, results. Located in Marietta. ",Gymnastics
8712,"Franklin Blades Synchronized Skating Representing the Franklin Blades Skating School of Franklin, Massachusetts. Includes registration forms and contact information. ",Skating
5108,"West Valley Gymnastics School Staff information, class schedule, tuition costs, events, tips, links. ",Gymnastics
7067,Dirtbike Racetrack Record of an off-road dirt bike camp with photographs and guestbook. ,Motorsports
3457,AskFred.Net Database holding American fencing registration details and results. ,Fencing
3183,"Island Fencing Academy Location, directions, schedule and fees. Also includes coach biographies. ",Fencing
11702,"Carpe Diem Juniors Volleyball Club Clinics, camps, overview and contacts for this high school girls club serving the Columbia area. ",Volleyball
993,"Colorado State University - Pueblo Men's Basketball Thunderwolves. Schedule, results, roster, coaches and statistics. ",Basketball
