,text,class
8624,Savanne's Studio Free psp tubes and signatures in several categories. Find or request a custom signature or a sigtag to add to emails or posts. ,Software
7065,"OpenGL for NVIDIA Graphics Hardware Download page for drivers, applications, tools and games for NVIDIA processors. ",Programming
8440,"DESlock+ Transparent encryption of files, folders and emails with an optional USB token. Supports AES, 3DES and Blowfish algorithms. ",Security
1431,Google Gears API Blog Offers new about the development and new features in this API. ,Companies
4657,STMicroelectronics Global semiconductor company whose products include microprocessors and microcontrollers. ,Hardware
8536,"coWiki A (now defunct) content management tool with an intuitive markup language, unixlike access management, a directory structure and seamless page renaming. ",Software
5736,"Fun Share Offers free nokia themes, sony ericsson themes and softwares for mobile. ",Mobile
8313,Apache HTTP Server Vulnerability Lists Lists of security problems fixed in released versions of the Apache HTTP Server. ,Security
5974,Symbian Themes Free Symbian themes for Nokia Series 60 3rd edition mobile phones. ,Mobile
4697,"PLS Embedded Development Tools, Emulators and Debuggers for XC166, XC2000, XE166, TriCore, PowerPC, ARM, ARM7, ARM9, ARM11, Cortex, SH-2A, XScale. ",Hardware
5178,Review a Restaurant Form A printable version of the detail edit page to aid reviewers in gathering the necessary information. You can take this with you to a restaurant to fill out. ,Internet
1883,"BNCOD 2005 22nd British National Conference on Databases. Sunderland, England; July 5-7, 2005. ",Computer
2234,"Drennan, Inc. Provides IT consultation, management, web design and search engine optimization in Phoenix. ",Consultants
4839,"Jan Axelson's Lakeview Research The developer's resource for computer interfacing, ethernet and internet communications for embedded systems, USB, mass storage, parallel port, RS-232 and RS-485 serial communications, info about 8052 microcontrollers and making printed-circuit boards. ",Hardware
3478,"Syswan Technologies, Inc. Manufacturer that specializes in WAN optimization hardware. Made for use within SOHO and SMB networks, their routers provide Internet load balancing by using up to 8 concurrent broadband links and offer seamless fail-over features. ",Data
9073,Qvadis Express Reader Pro DOC reader other pocket ready applications for Palm connected organizers and other handheld devices. ,Systems
2174,"Statera, Inc. Technology consulting firm with a portal and knowledge management practice. ",Consultants
78,Experience-based Language Acquisition Computational model of human language acquisition written in Java; currently acquires a protolanguage of nouns and verbs language based on visual perception. [BSD] ,Artificial
607,Design Data CAD software for structural steel detailing. ,CAD
2299,"MIS Gurus Provides network deployment in a wide variety of environments from simple single network systems to nationwide integration of Internet, Intranet, Extranet, and VPN solutions. ",Consultants
6228,"Black Maria Studios Create 2D, 3D and Flash animation for film, TV, web CD, and offer character design, traditional and digital art, illustration, web design, Flash and Shockwave game development, and graphic design. Located in Valencia, Spain. ",Multimedia
4515,"GB Tech Specializing in supplying computer cooling devices, keyboards, mice and cables. ",Hardware
7206,"Java Coffee Break A free guide to the world of Java programming, packed full of free articles, tutorials, book reviews, and FAQs. ",Programming
1898,"Sun Microsystems Laboratories Applied research and advanced development in asynchronous and high-speed circuits, optical interconnects, third-generation web technologies, sensors, network scaling and Java technologies. ",Computer
3572,"searchSecurity.com - Online Training Free online CISSP course by Search Security. Lessons correspond to subject domains in the CISSP ""Common Body of Knowledge"". ",Education
1731,"ÃÂ»yczkowski, Karol Associate Professor at the Institute of Physics, Jagiellonian University, KrakÃÂ³w, Poland. ",Computer
4446,Archive Arts Editions A collection of 3600 antique and traditional clipart images in 62 subject editions. Samples are available in PCX format. ,Graphics
1442,"Embedded Electronic Design Services Provides outsourcing solutions for embedded software in South Africa. Services include both software and hardware design. Features description of services, company profile and contacts. ",Companies
5518,Text For Free Offers anonymous text messaging with no usage limits. ,Mobile
7465,"Adaptive Path - AJAX: A New Approach to Web Applications Seminal article which popularized ""AJAX"" as a term. ",Programming
3979,Serebra Learning Corporation Provides interactive computer-based training for many certification exams. Courses available online or on CDs. ,Education
7859,"Mekatronix, Inc. Manufactures robots, microcontrollers, robot kits, microcontroller kits, RC servos, Wireless Mini Spy Cameras, IR, Usonic, and Photo Sensors, Motorola 68HC11 Chips, software and parts from many manufacturers. ",Robotics
4626,Dicar Manufacturing Solutions Manufacturer of custom cable assemblies and electrical harnesses. ,Hardware
6870,"Courier mail server An SMTP/IMAP/POP3/HTTP (webmail) server, implementing SMTP extensions for mailing list management and spam filtering. (C, C++, Perl) [GNU/Linux, Unix] ",Open
6868,Wikipedia Boycott Campaign Criticism and Boycott Campaign towards Wikipedia ,Open
4466,"Unusual And Unique Webgraphics Sets offered in such categories as angels, fairies, flowers, whimsical, and geometric. Also calling cards, hug cards, and awards. Note: May not support some browsers. ",Graphics
6492,"The Story So Far An introduction to world of computer demos with pictures and links to further information, albeit partly biased towards the Atari ST scene. ",Multimedia
2491,The Enterprise Linux Company Mumbai based consultants in open source and enterprise-class solutions. ,Consultants
2757,Good Keywords Windows web page keywords building software. Available for free download. ,Data
2475,"Armstrong Enterprise Communications, Inc. Systems integration for LANs / WANs, multi-platform environments, and stand alone computer systems. ",Consultants
5292,"RainStorm Consulting Provides website optimizing, design and hosting services. ",Internet
2393,Applied Trust Engineering Provides IT security and network/systems infrastructure consulting services. ,Consultants
9496,PalmPilot Pong The classic ball and bat game. Four levels of difficulty. Two player and one player modes. Freeware. ,Systems
2755,File Formats Magic Database Contains information on main file formats as well as an FFID registry and a signature file permitting the identification of files from their contents. Also contains tips on how to design new file formats. ,Data
2686,"epcEdit Validating XML/SGML document editor for Windows, Linux, and Solaris. [Freeware - soon to be Open Source] ",Data
6343,Knowledge Hound: MIDI List of links to MIDI tutorials and resources. Suitable for beginners and advanced users. ,Multimedia
4717,"ITC Group Offering second user and new hardware, monitors, systems, and servers. ",Hardware
4994,"3s Industries Provides barcode stickers, printing, label printers, scanners, tags, indian barcodes, thermal transfer printers and barcode software. ",Hardware
9314,VMSB Webring Visual MacStandardBASIC Webring ,Systems
3965,"CTC Computer Training and Consulting Offers courses in Microsoft Windows, Word, Excel, Access, PowerPoint and Outlook. Located in Barrie, Ontario, Canada. ",Education
